tweets_record_table.userid,tweets_record_table.lang,tweets_record_table.friendscount,tweets_record_table.location,tweets_record_table.followerscount,tweets_record_table.deviceused,tweets_record_table.retweetcount,tweets_record_table.issensitive,tweets_record_table.isretweet,tweets_record_table.isretweeted,tweets_record_table.postdate,tweets_record_table.text
824626262991917058,en,4842,null,3645,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:27 PDT 2020,@TheRightMelissa Again look at the BLM crowd they are mostly young white brainwashed punks from universities! Sick!
1203774271777951744,en,12608,"Vancouver, WA",12480,Twitter for iPad,0,False,True,False,Thu Aug 13 09:39:27 PDT 2020,"RT @2lovies: 💥WE ARE THE NEWS💥
👉WE ARE DIGITAL SOLDIERS👈

🦅🇺🇲PATRIOTS UNITE🇺🇲🦅
💥FIGHT FOR OUR COUNTRY💥

1️⃣ Please follow @2lovies
2️⃣ Retw…"
344510544,en,12345,S/E Texas at the end of a dirt road.,11337,Twitter Web App,0,False,True,False,Thu Aug 13 09:39:27 PDT 2020,"RT @LivePDDave1: If I contracted the Chinese Virus, I'd rather take my chances with 37-cent-per-pill hydroxychloroquine than $520-per-dose…"
1200826429950160896,en,85,null,32,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:27 PDT 2020,RT @IncGeetSethi: Hosted an Interactive Session for @GauravPandhi ji #NationalCoordinator @INCIndia with many states #CongressVolunteers to…
1079337220912295936,ja,836,null,831,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:27 PDT 2020,@ha_chanman007 はーい！
1283313261459279873,en,19,null,5,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:27 PDT 2020,"RT @Team_Chiru: The two legends who inspired many their passion & dedication 😍
@KChiruTweets & @sachin_rt ❤️❤️❤️
#SachinMaidenCentury https…"
853923239080337409,en,709,she/her,446,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:27 PDT 2020,RT @liIjiminvert: PAUSE THEYVE BEEN HIDING A VID OF JIMIN SINGING PROMISE ALL THIS TIME????????  https://t.co/IPbtqBeVZQ
1200527209406046208,es,305,"Colonia, Uruguay",335,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:27 PDT 2020,RT @gonzalezz_vale: Y de las personas menos esperadas
1172907054807298054,pt,202,sg city,292,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:27 PDT 2020,"@Cria_De_Sg Fica suavee aí neguim krlh,vai morrer porra nenhuma nn kkkkkkk"
3067264261,ko,405,null,29,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:27 PDT 2020,"RT @offclASTRO: 저녁 밥🐥
#와플
#과자 https://t.co/6y5vUY5Jom"
540214262,en,782,🇮🇹,713,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:27 PDT 2020,this angel doesn't deserve any of this. BTS IS 7
140138003,en,1594,"Red, WI (want blue back)",1070,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:27 PDT 2020,"Don't you know they all are required to stand that way cuz the tRUMP thinks it looks better; he practiced for almost 70 yrs, since he wore his 1st suit to kindergarten."
21160843,und,113,Virginia,32,Twitter for iPad,0,False,False,False,Thu Aug 13 09:39:27 PDT 2020,@RexChapman https://t.co/ioLximNTqN
763619,und,125,"Life, Earth, Internet",169,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:27 PDT 2020,https://t.co/ZiDDXlNGRD
2972931244,tr,167,null,62,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:27 PDT 2020,#n11 #yerliuretim #bisiklet #yanlisanlasilmasin n11 yerli üretim olayını çok yanlış anlamışsın...@n11 https://t.co/1VIPVOGOTT
1292201975501721600,ar,99,Iraq,52,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,"RT @phSJMXJiWJI192f: الكولونيل الامريكي يهرب خوفا ويترك المقابلة التلفزيونية  ....
#اركض_اخوي_عامر"
1110040048869740544,es,631,null,686,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,RT @gemsxuniverse: @CartoonLA Es mi serie favorita😍❤
788659034303832064,hi,435,"Uttar Pradesh, India",367,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,"RT @AdvAkhileshAwa1: गणेश छाप बीड़ी, लक्ष्मी छाप पटाखे,
कृष्णा बार एंड रेस्टोरेंट, अम्बे होटल
देखा है,
लेकिन अल्ला छाप खुटखा खुदा छाप
बीड़ी…"
1158914755559677952,und,248,null,15,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,RT @mineposting1999: https://t.co/Aevv7OofwB
4196516859,es,568,"San Cristóbal de la Laguna, Es",179,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,La pubertad es una cosa loquísima: uno de los pibes tiene pelos en un solo sobaco
1141481249657147392,en,74,null,93,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,"RT @IvanPentchoukov: Sen. Ron Johnson Says Republicans Blocking Subpoenas of Comey, Brennan

https://t.co/iP7db83g9c"
1073556503842426880,ar,219,null,317,Twitter Web App,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,RT @meraj83106848: هل تعلم أن الصين ستصبح جارك؟ #KnockKnockPekingDuck
1127708313276309511,fr,4490,ⵣ,5726,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,RT @dzzzzz_v: Je m’aime trop si on pouvais se marier avec sois-même j’allais le faire ça fait lontemp
1038548748190793732,ar,160,null,162,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,"RT @SaraTah39263491: ليس من العدل إعطاء المناصب للأقارب و دون الشهادة و توليهم لمسؤولية تأهيل المنظومة الكهربائية

يجب انصاف الكفاءات الهند…"
823440388849594369,tr,360,null,96,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,"RT @Semamarasli: Bütün kadınları mağdur 
bütün erkekleri katil
gösteren bu hastalıklı ve cinsiyetçi zihniyete DUR diyoruz. Siz de DUR deyin…"
1278967893250551808,ja,122,甘党 オレオ教は捨てたこれからはマカロン教として生きる,75,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,@yozakura_0607 前世猫科…＼＼\\٩( 'ω' )و //／／
865616599,in,78,"Bali, Indonesia",600,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,"Buat rakyat susah gapapa, asal bahasanya sopan."
1248706396444659719,en,646,Earth,35,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,RT @ashlynne_dae: Head over to my OFanz if you want to be told your doing a good job by your work from him boss lady! Next 10 subs get 20%…
1243481958694285313,en,67,null,4,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,"RT @Rumi_Quote: What is the body? That shadow of a shadow of your love, that somehow contains the entire universe."
992554688758386688,en,666,"City of London, London",4281,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,Someone needs to send me back to the Lush Spa. Urgently.
4353496103,pt,4656,she/her,5403,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,"RT @MST_Oficial: Despejar famílias trabalhadoras, idosos, crianças, expulsá-los de suas casas, da Escola Popular, de sua produção agroecoló…"
1181184309744427009,th,214,null,6,Twitter Web App,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,RT @Kmaf616: อย่าไปม็อบเดี๋ยวโดนยิงตายนี่คล้ายๆอย่าแต่งตังโป๊เดี๋ยวโดนข่มขืนมั้ย ในการเบลมเหยื่อ
1063512554339688448,th,1074,ประเทศไทย,1116,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,"RT @NWarapnon: ใจจะวายพ่ออใจเย็นค่ะพ่อจะทำอะไร 
ส่วนเจ้าเด็กคือหนูยิ้มแป้นเลยนะ ชดเชยเมื่อวานไม่ได้อยู่ด้วยกันหยออออ
#หวานใจมิวกลัฟ https:/…"
1142098593328840705,pt,289,null,226,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,RT @fabfroot: eles tao construindo casa do lado da minha amiga quem quer que eu toque o interfone falando que é a receita federal pra ver a…
1229124440,hi,324,India,1735,Social3G,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,"RT @Mohit_ksr: ब्रेकिंग - 
सड़कछाप-2 का ट्रेलर फ्लॉप होने के बाद सड़क पर भीख मांगती नजर आयीं अलियI बट https://t.co/LfnVh2Gqx7"
1264548772811616256,ar,139,24 November 2019,174,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,@ilorca11 @fqitt امين شرايك بمدحي بالقروب ؟
2583970339,ja,1196,なごやらへん,1607,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,"@rigaro1101 そうそう 技術介入度高いのが好きかも
マウンテンはどうしても前列じゃないと厳しいししっぽ取りは他の人の動きにだいぶ依存するから運要素つよくてなー
パーティゲーのあるべき姿なんかもしれんが(ू˃̣̣̣̣̣̣︿˂̣̣̣̣̣̣ ू)"
1080586718,es,1238,Madrid,630,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,"RT @pascual71688807: @guantesrosa10 @LaFallaras Fue, es y será el Rey Juan Carlos I que trajo a España democracia y paz. No ha matado a nad…"
1285153423483011077,ko,138,왕귀여운 남주니!,157,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,@dear_912 아무일도 안생기던데 ...??
1269194431971950592,en,102,null,73,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,"RT @PitaRampal: #RealVasudev_LordKabir
🙏🙏Purna Moksha is possible only by obtaining scriptural devotion from Purna Guru which is presently…"
1275573365630263297,es,27,null,68,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,"RT @Mippcivzla: 🗣️ ¡𝐓𝐨𝐦𝐚 𝐍𝐨𝐭𝐚!✍️🇻🇪

🎬 Para estas vacaciones está abierto el I Festival de Ciencias en Videos. 

Puedes revisar el detalle,…"
1250012540349767681,ja,138,null,134,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:27 PDT 2020,"@mg_trhk_1222sru 初めまして。検索より失礼致します。
当方リドルを2点所持しているのですが、マレウス、ジャックとの交換は可能でしょうか？
1点のみお求めのところ申し訳ございませんがご検討よろしくお願い致します。マ0814 https://t.co/39kBDeu7p1"
1184123518289694720,en,6850,United States,6375,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,"@oneuvakind Count me in! 

Our whole company can work from home (did for 6 weeks). I don't understand why we're not at home now."
2708080897,en,248,United States,585,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,@GGeeZee no ong no
1112952464385294336,th,170,null,35,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,เขินเสียงโนยะกับสึกกี้มากอิเหี้ย ยิ่งตอนโนยะเก๊กหน้านิ่งกับสึกกี้ยิ้มมันแบบัแคพกคะกตัแระ เอากูไปทอด อิเหี้ยเอากูไปท๊อดดดด!!!!!!
1292435019516932096,ja,23,null,23,Twitter for iPhone,0,True,True,False,Thu Aug 13 09:39:28 PDT 2020,RT @danielx1210: 無くなってから気付いても遅いから、後から後悔しないように。今この瞬間を大切にしようね。大切な人には「ありがとう」を伝えれるうちに。大事なことを気付かせてくれるwebドラマです。 https://t.co/towoEwCmY6
15662651,in,1280,"Carbondale, IL",111,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,@urbanchula LH CH
1289544992088707072,en,110,Sri Lanka,73,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,"RT @Prabhu7708: @SSMusicTweet #ThalaAnthem ...
#DalaAjith fans.. dont miss it... https://t.co/RANXAbpEbU"
221275516,en,670,"Phoenix, AZ",1167,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,@GMONEYloveee can we have a welcome home party for G there 🤣
410123757,en,1757,Baton Rouge ,2314,Twitter for iPhone,0,True,True,False,Thu Aug 13 09:39:28 PDT 2020,RT @GardeningWell: 5 close to nature https://t.co/H9v8mnboD5
822853264249094144,ar,7109,null,8178,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,"RT @jooj5599: ترا انا ..
مو قد هاالبعُـد آرجع لي اشتـقت لك
واللي خـلقني آشتـقت لك ،،💔🚶🏻‍♂️ https://t.co/hr9b2A0pM2"
233219013,pt,95,"Sorocaba, Brasil",95,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,@guilhermenogz @cleytxn @naomentiu KKKKKKKKKK BAGUIO É LOKO
1103109122503966723,en,235,null,31,Fenix 2,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,RT @fuckpiIIar: Whenever I walked by a tree https://t.co/5M3wVaeJaz
768080227331256320,ja,322,どん底,140,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,星下げ来たしプリコロ星5にしていいんかなー
1061225623002075136,en,521,"She/her, 16",560,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,@4thitboy Please never lie about Jackson like that 😭
301365002,ja,229,日本 愛知,178,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,"RT @ichiipsy: ２つの動画を組み合わせて作られているらしい。
発想がすごい。 https://t.co/OPoztqQwy4"
986796147997138944,es,493,"Gálvez, Argentina",420,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,RT @sabaaantola: extraño los viajes por deporte
1024363591573561346,en,473,𝖼𝗁 | 𝗅𝗄𝖺 | 𝟣𝟨,376,Twitter for iPhone,0,True,True,False,Thu Aug 13 09:39:28 PDT 2020,RT @atzgenre: sometimes i cry https://t.co/NNxhjAHWlX
1102975504032755713,ko,138,콱구 농쥐 쇼크 한화생명,152,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,RT @wwiizzzz: 이 말이 제일 이해가 안감 화가 안 나겠냐 걔가? 미안한 표정 열받는 표정 지으면 욕 안 하게? https://t.co/hQAP4Py0lR
1175349394109018117,und,1308,مصر / القاهرة,1197,Twitter Web App,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,RT @A7Saeed80: #يومك_ناقص_ايه https://t.co/Iugrk3nKdy
1158462846012973057,hi,1357,"کراچی, پاکستان",1492,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,@khaak_nashen_ Pyar Karne se milta hai sukoon to😋😅
1188593213386477569,es,1629,null,1484,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,"RT @claudiosavoia: Imputan por lavado de dinero a Julio De Vido, su esposa y sus cinco hijos https://t.co/74xc64bLFD"
1170230196504420352,ja,601,おうち,419,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,@susera_61 誕生日おめでとー！！！
1241149706149015552,fr,446,Maldives,229,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,@deyrling Wsh a ce stade la elle doit pas bronzer elle dois cramer normalement
4740448692,th,74,Neverland                     ,147,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,RT @faii279xx: ทำงานออฟฟิศยังมีกฏห้ามรับของขวัญจากคู่ค้าเลย แล้วนี่คือเครือข่ายนายทุน กัคนที่มีพาวเวอร์เยอะสุดในประเทศ คิดว่ามันเป็นการให้แ…
1292836653317455873,pt,13,null,8,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,@shotosouI @dekumate AAAAAAA TODOROKI VC SEMPRE CHAMA ATENÇÃO DE TODO MUNDO E MESMO EU TENDO TE GANHADO NAQUELE MALDITO FESTIVAL ISSO NÃO MUDA EU TE ODEIO SHIIINEEEEEEEEEEEEEEEEEEEEEEEEEEEE
221911470,en,110,"Ho Chi Minh, Vietnam Akron OH",227,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,RT @SupremeOne3: This count? https://t.co/vA3YJ3dcMN
890746899510304769,en,408,The Continent. ,1744,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,"@sinfulrich Someone said something but didn’t mean for it to be taken offensively, now they’re being harassed and they apologized for their choice of words. That’s about it"
1275336590055878656,en,201,them/they 🇵🇱🏳️‍🌈,80,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,@berryjjun on the list
228123398,en,33550,England,76367,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,RT @RXAHUl: @sspencerukk @BramptonManor1 You ever considered how it’s going to affect him when he’s worked hard all his life to get them gr…
3394117879,en,956,Manila Philippines,2296,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,RT @Tha5SOSFamily: A reminder that @5SOS are nominated for 'Best Music Video From Home' award at the VMAs this year. Since we don't know th…
1035191297252974600,ca,975,null,752,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,"O sóc jo que no he entès què és l'anarquisme o aquí s'ha desvirtuat l'anarquisme al que cadascú li ha semblat. En cap moment dubto que la pedagogia s'ha abandonat per complet de forma general, però d'aquí a la justificació de policia anarquista... sincerament fa por."
1266937872336158720,ar,39,null,5,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,RT @Adhwan: هو مستشار لأمير بلادك ومديرك في العمل رسمياً. مفكر أو غير مفكر أمر، وأن قطر لا يوجد فيها من هو كفؤ ليدير إعلامها من أبناءها أمر…
909219743634264064,pt,1935,the album,2081,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,não usem drogas crianças.
1142415526678937600,fr,105,null,87,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,@ChinoisBarbu @last_knight_ib Wsh j’ai cru que t’étais un robot
1403318244,en,2279,real nigga in Christ,2648,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:28 PDT 2020,RT @RyanDeto: Here is video of Pittsburgh Police shooting a projectile at a small group of protesters from close range. The protesters have…
190195346,en,131,null,11,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,"Home remedies for Cough, Cold and Flu (From creative commons and not my ... https://t.co/AcdwKq8p2h via @YouTube"
802583528,pt,1174,null,224,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,"@KariiErhard O covid mostrou que artista hoje,deve ser qualificado em outra profissão é tão triste ver atores,músicos sem empregos pedindo ajuda músicos vendendo seus instrumentos sem renda,não  a Manu e sim colegas de profissão dela,que estão sendo demitidos não tem outros meios de renda."
871837795316355073,en,134,"Nairobi, Kenya",125,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,"@nduyamuthama @maureenlanah Deep STATE,...Bleating of PREHISTORIC CREATURES like ARWOLI and MURATHE!...just to scare NO ONE!!#hustlersforwardmarch💪"
1421187667,en,528,null,638,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,Infection Control - At Least 6 Strains of the SARS-CoV-2 Have Been Identified (So Far): https://t.co/J4AzGcimkF via @UniboMagazine #coronavirus #COVID19 #SARSCoV2
851781778553614342,fr,1867,CensorshipMacronLand,2081,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,"Privé et... public 
Licenciements au CNFPT | 7 août 2020 : une journée noire pour la fonction publique territoriale et le CNFPT 
https://t.co/QpTlAPVNEb"
1284539306208571392,ar,25,null,13,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,"#اخوان_الدم
#عصام_العريان
تاريخهم المهبب بستين هباب 👎😑😐😠 https://t.co/tAFLLdCiRl"
1241324458301743105,en,194,null,127,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,BTS FOR #ArtistoftheSummer @965TDY https://t.co/lyCUOGctI8
1195423077393264640,in,30,"Subang, Indonesia",14,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,"Bakal bahas yg sedang viral gk yh tentang pro kontra yg ada lambang penjumlahan itu loh d moto 75 Indonesia merdeka??? 
#PidatoPresiden2020 https://t.co/sEDEPlpOOa"
932635377202057217,en,184,leeds,568,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:28 PDT 2020,my panties? dropped https://t.co/aT1lpiepHf
1285147047251677184,zh,12,null,1,Twitter for iPhone,0,True,False,False,Thu Aug 13 09:39:28 PDT 2020,纯手工雕刻招财龟 https://t.co/ATOKfxxdWL
1285626919237545985,th,235,พัทยา,6,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:18 PDT 2020,"RT @doorartxxx: อยากดูแบบน้ำแตก👇#คลิ๊ก👇
กลุ่มชื่อคิงเค⛓️📍🧬vip
 (มีกลุ่มเดียว)
   
คลิ๊ก🤜https://t.co/GAFyvEFNEs

*ผลงานใหม่ๆเพียบ ดูก่อนใคร…"
1249644528,und,1370,India,33,Twitter for Android,0,False,False,False,Thu Aug 13 11:21:18 PDT 2020,@DeonnaPurrazzo ⭐⭐⭐⭐⭐
1247745545453490182,en,169,On Yo Mind😌🦋,173,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:18 PDT 2020,"RT @Marylandsmom18: I hate opening up to people. No one really gives a fuck anyway, mfs just nosey!"
1016224232873709568,ko,88,"🔥롭톰, 데가, 어몽🔥 로오히 스듀 돈탑",76,Twitter for iPhone,0,False,False,False,Thu Aug 13 11:21:18 PDT 2020,몬스터 먹어서 잠이 안 옴
980944577065619456,tr,495,null,1931,Twitter for iPhone,0,False,False,False,Thu Aug 13 11:21:18 PDT 2020,@ArthurCerullo simm
30152876,en,948,"Scranton, PA",553,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:18 PDT 2020,RT @_badassiee: witnessing my own growth makes me happy.
1260788060553220097,en,373,Hyderabad,268,Twitter Web App,0,False,False,False,Thu Aug 13 11:21:18 PDT 2020,@slut4narendra I'm not even half as pretty
1228835911380688897,es,282,null,38,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:18 PDT 2020,RT @gabiputamx: Enseñando mis encantos https://t.co/WabXcQs13B
1213970809548500997,en,502,null,297,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:18 PDT 2020,RT @johnny59261952: Anyone selling rn? I have 500 dollars to spend today #buyingcontent #buyingpics #sellingcontent #buyingnudes #nsfw #nsf…
376366174,tr,42,"Gökmeydan, Odunpazarı",11,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:18 PDT 2020,RT @rktefe: Oyak'ın parası nerede? #OyakaGüvendik
2356770279,es,190,28600,258,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:18 PDT 2020,RT @palmtrash4: por favor para de hacer beatbox me estoy muriendo https://t.co/ifiIQGuiry
1082737018092818434,pt,287,null,128,Twitter for iPhone,0,False,False,False,Thu Aug 13 11:21:18 PDT 2020,"sim, eu choro igual uma retardada assistindo ghost"
136331968,en,19620,null,18105,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:18 PDT 2020,"RT @pnjaban: As Attorney General of CA, Kamala Harris decided she didn’t like California’s bail law, so when liberal activists from out of…"
1288525968068489216,en,239,null,214,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:18 PDT 2020,"RT @_nengi0fficial: It is that time again where the strength of Royal Ninajs is being put to the test.
As Nengi Ninjas🗡️all we know is figh…"
857862513320280064,und,1190,"Melbourne, Victoria",892,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:18 PDT 2020,RT @BeautiAnal: https://t.co/Nas1f6kD5X
2552071994,ja,1274,横浜市 戸塚区の夜勤勢、ぷそはShip8,1219,Twitter for Android,0,False,False,False,Thu Aug 13 11:21:18 PDT 2020,@kanon_yukisiro びっくりしてたんだろうなあ💕
1263457054309650433,und,157,null,111,Twitter for Android,0,False,False,False,Thu Aug 13 11:21:18 PDT 2020,@SaglamBanko @_TJK_ 😅😅😅
3145665149,es,1343,"Alicante, Comunidad Valenciana",1249,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:18 PDT 2020,"RT @ARMH_Memoria: Si pasas vacaciones en el  pueblo de tu familia; pregunta, averigua, que alguien te cuente cosas que ocurrieron y lugares…"
2544534294,en,423,"Orlando, FL",359,Twitter for Android,0,False,False,False,Thu Aug 13 11:21:18 PDT 2020,"@TresceNoctem @tacobelligerent Spite? Please, Id rock that shit lmao"
284737750,en,4999,Cape Town - ZA - for now,2910,Twitter for iPhone,0,False,False,False,Thu Aug 13 11:21:18 PDT 2020,"@KranzMarie I got ridiculously little Sleep last night. So... in THEORY, I should pass out early Tonight for a Change 😁"
3265582615,und,14504,null,18753,Twitter Web App,0,False,False,False,Thu Aug 13 11:21:18 PDT 2020,"🔻149
@Mod4USA 
@NJean57
@TexasWild7   
@IminHisBook  
@kelliekelly23 
@Gh0sT_Tr0uBle 
@Ifbpsusanmarie 
@oilwelldriller1 
@Harleyluv
@Nick_Trump7 
@glo_mojo
@tutukane
@rrnicholas22
@songldr
@ytweek1
@KR_KAG
@ThatGirl0070 
@Bonedaddy76 
@RoarNWarrior https://t.co/nEaStasQoY"
755538414498349056,ja,39, 📍 Japan 🇯🇵 ,3,Twitter Web App,0,False,False,False,Thu Aug 13 11:21:18 PDT 2020,可愛いでしょ💖 https://t.co/8XGesW062z
1627697486,el,1079,Ελλάς,199,Twitter for Android,0,False,False,False,Thu Aug 13 11:21:18 PDT 2020,@MFATurkey @TC_Atina Θες να μας πεις μογγολε τι λέει η συνθήκη για την Ίμβρο την Τένεδο την Κωνπολη και τη Θράκη?
1069773283678150656,en,770,null,31,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:18 PDT 2020,RT @skeliejellie: its a STONE 🙄 luigi 😤 YOU 👏 DIDN’T 👏 MAKE 👏 IT 👏 https://t.co/okW1JsUW6p
887157979803525120,en,145,she/they ✰ 17 ✰ read carrd byf,154,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:18 PDT 2020,RT @fclkly: go girl give us nothing https://t.co/zWpby5oimY
1195011947831234560,ja,1149,null,212,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:18 PDT 2020,RT @kaori_affila: 風俗嬢が一番こたえるのはキモオタ接客じゃなく暇な日がずーっと続くこと。周りが指名される中で余り物になっちゃう人は「必要とされないんだな・・・」と落ち込んでいく。心の余裕は稼げないことで更に疲弊していく人を何人も見てきた。何が言いたいかというと…
932420886870872064,ja,414,null,78,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:18 PDT 2020,RT @BEBE_fate: 静謐ちゃんの背中…… https://t.co/gI47zohuWI
1239974316327858176,en,191,𝘩𝘦/𝘩𝘪𝘮,238,Twitter for iPhone,0,False,False,False,Thu Aug 13 11:21:18 PDT 2020,actually all y’all attractive and i’m just here... the universe is not looking out for me
828700439772332032,ja,1035,Not spoiler free | 19,158,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:18 PDT 2020,RT @taki2205: 翔陽に会いたい研磨 https://t.co/0n9ICqJN3T
1242206744069181442,es,128,La Habana,198,Twitter for iPhone,0,False,False,False,Thu Aug 13 11:21:18 PDT 2020,@jorgecarlosss11 culpa de @san_memero
811997715508920321,en,110,Back from the Bellows of Hell,58,Twitter Web App,0,False,True,False,Thu Aug 13 11:21:18 PDT 2020,"RT @saraschaefer1: My rent check, sent priority mail, arrived 2 weeks late. It wasn’t scanned by the post office for ten days. Thankfully m…"
1258269288701427712,en,119,null,85,WordPress.com,0,False,False,False,Thu Aug 13 11:21:18 PDT 2020,"Dropbox Plus Subscribers Get New Password Manager, Vault, and Computer Backup Features https://t.co/thz231URf3"
